charts/episodic_return,losses/approx_kl,_timestamp,losses/clipfrac,losses/old_approx_kl,losses/explained_variance,losses/entropy,losses/value_loss,charts/episodic_length,losses/policy_loss,_runtime,_step,global_step,charts/learning_rate,charts/SPS
,4.0957704186439514e-05,1763260421.4572644,0.0,0.0006368625909090042,-3.7789344787597656e-05,0.5380885004997253,333.805908203125,,0.003149133175611496,366.6728985309601,3884,371072,7.741935405647382e-05,1088.0
,0.0002853991463780403,1763260421.796313,0.0,-0.0006117196753621101,-0.0060749053955078125,0.6321091651916504,0.0007052479777485132,,0.0012548677623271942,367.0119471549988,3887,371456,7.718893903074786e-05,1088.0
,1.5218742191791534e-05,1763260422.1726477,0.0,-0.0005294280126690865,-0.027859091758728027,0.5720942616462708,0.0013436642475426197,,6.720423698425293e-06,367.3882818222046,3891,371840,7.69585240050219e-05,1088.0
,0.0001598149538040161,1763260422.7373922,0.0,-0.0011488646268844604,7.969141006469727e-05,0.5668867230415344,1152.484130859375,,0.00042797625064849854,367.95302629470825,3898,372480,7.65744989621453e-05,1088.0
500.0,,1763260424.0728571,,,,,,500.0,,369.2884912490845,3912,373974,,
,0.00010050740092992783,1763260424.3797586,0.0,0.0013870233669877052,-0.03567302227020264,0.6186472177505493,0.0006468197680078447,,-0.0013348869979381561,369.59539270401,3915,374272,7.549922884209082e-05,1088.0
,1.0685995221138e-05,1763260425.5445662,0.0,0.001082221046090126,-7.152557373046875e-07,0.5764361619949341,1388.4215087890625,,-0.00040748901665210724,370.7602002620697,3928,375552,7.473118603229523e-05,1088.0
,6.648525595664978e-05,1763260427.051035,0.0,0.0006333589553833008,-0.032412052154541016,0.5947906374931335,0.002895632293075323,,-0.0037379637360572815,372.2666690349579,3944,377216,7.373272092081606e-05,1088.0
,2.3690983653068542e-05,1763260427.198,0.0,-0.00015851296484470367,-0.029263854026794434,0.5557180047035217,0.0010542527306824923,,0.0006755050271749496,372.41363406181335,3945,377344,7.365591591224074e-05,1088.0
,0.00010476261377334595,1763260427.3100917,0.0,-3.326684236526489e-05,0.08175599575042725,0.6309195160865784,0.0003535812138579786,,-0.001561090350151062,372.5257258415222,3946,377472,7.357911090366542e-05,1088.0
,0.00019399169832468033,1763260427.9860523,0.0,0.005471865646541119,-0.03294539451599121,0.5615525245666504,0.0006712368340231478,,-0.002394728362560272,373.2016863822937,3954,378240,7.31182808522135e-05,1088.0
,0.00013908930122852325,1763260428.8072798,0.0,-0.0006532426923513412,0.07329803705215454,0.5367766618728638,0.00344008463434875,,-0.0030551464296877384,374.0229139328003,3963,379136,7.258064579218626e-05,1088.0
,2.0417384803295135e-05,1763260429.4009366,0.0,-0.001123138703405857,-0.030034184455871582,0.610136866569519,0.000839317450299859,,-0.002118915319442749,374.61657071113586,3969,379776,7.219662074930966e-05,1088.0
500.0,,1763260430.474295,,,,,,500.0,,375.6899290084839,3981,380974,,
,2.479366958141327e-05,1763260430.6834443,0.0,-0.0013179592788219452,-0.2487483024597168,0.5559722781181335,0.003873417153954506,,-0.00098346546292305,375.8990783691406,3983,381184,7.135176565498114e-05,1088.0
,0.00011969730257987976,1763260431.9642706,0.0,0.0014575868844985962,3.933906555175781e-05,0.5619608163833618,384.5108947753906,,-0.0031281597912311554,377.17990469932556,3997,382592,7.050691056065261e-05,1088.0
500.0,,1763260434.1001642,,,,,,500.0,,379.3157982826233,4020,384974,,
500.0,,1763260437.823772,,,,,,500.0,,383.0394060611725,4059,388974,,
,0.00026700086891651154,1763260440.4721174,0.0,-0.008239222690463066,0.05468171834945679,0.5720615983009338,0.0008029068703763187,,-0.004289053380489349,385.68775153160095,4087,391808,6.497695721918717e-05,1088.0
,5.191098898649216e-05,1763260440.8675063,0.0,0.002252942882478237,-0.16504383087158203,0.542373538017273,0.003319420386105776,,-0.0022350121289491653,386.08314037323,4091,392192,6.474654219346121e-05,1088.0
,1.3189390301704407e-05,1763260442.1608868,0.0,0.0015923790633678436,-1.4662742614746094e-05,0.6179987788200378,148.26206970214844,,0.001323152333498001,387.3765208721161,4105,393600,6.390168709913269e-05,1088.0
,4.153791815042496e-05,1763260442.4980404,0.0,0.000980260781943798,5.179643630981445e-05,0.5166241526603699,1290.471923828125,,-0.000993434339761734,387.7136745452881,4109,393984,6.367127207340673e-05,1088.0
,0.00016162637621164322,1763260443.0984194,0.0,-0.004993763752281666,-0.07054364681243896,0.4707348346710205,0.0029456184711307287,,-0.0014982670545578003,388.3140535354614,4115,394624,6.328724703053012e-05,1088.0
,2.4391338229179382e-05,1763260443.437593,0.0,-0.001548565924167633,-2.0623207092285156e-05,0.5115529298782349,1202.398681640625,,-0.00247202068567276,388.65322709083557,4119,395008,6.305683200480416e-05,1088.0
,9.263865649700165e-06,1763260445.7747555,0.0,0.0008773757144808769,9.429454803466797e-05,0.5203140377998352,860.4509887695312,,-0.0009154155850410461,390.990389585495,4144,397568,6.152073910925537e-05,1088.0
,1.0673888027668e-05,1763260446.3751447,0.0,-0.0001262938603758812,-0.14761829376220703,0.5490965843200684,0.002740249503403902,,0.0008841827511787415,391.59077882766724,4150,398208,6.113671406637877e-05,1088.0
,6.324425339698792e-05,1763260448.0341532,0.0,-0.0018451958894729614,-3.731250762939453e-05,0.5433964729309082,860.095703125,,0.0010231062769889832,393.24978733062744,4168,400000,6.006144394632429e-05,1088.0
,9.558163583278656e-06,1763260449.5379374,0.0,-0.0007451986894011497,-0.025776982307434082,0.5660348534584045,0.0026010447181761265,,-0.0012031160295009613,394.75357151031494,4184,401664,5.9062978834845126e-05,1088.0
,2.5846995413303375e-05,1763260450.4793835,0.0,-0.0011686673387885094,-0.08348619937896729,0.5721576809883118,0.0029194673988968134,,-0.0010113529860973358,395.69501757621765,4194,402688,5.844854240422137e-05,1088.0
,4.8452988266944885e-05,1763260450.9319813,0.0,0.0003694780170917511,-0.0158156156539917,0.587394118309021,0.0028506754897534847,,-0.0012374818325042725,396.14761543273926,4199,403200,5.814132236992009e-05,1088.0
,0.0001720050349831581,1763260453.2920291,0.0,0.005178042687475681,-0.041925907135009766,0.5760660171508789,0.0010737465927377343,,-0.004996068775653839,398.5076632499695,4224,405760,5.6605222198413685e-05,1088.0
,0.0001437189057469368,1763260453.7455127,0.0,-0.002111990936100483,0.0169527530670166,0.5324293375015259,0.0009808132890611887,,-0.0017308257520198822,398.96114683151245,4229,406272,5.6298002164112404e-05,1088.0
,6.92605972290039e-05,1763260455.0259712,0.0,0.00023840367794036865,-0.0361790657043457,0.5606364011764526,0.003044695593416691,,-0.0017843618988990784,400.24160528182983,4243,407680,5.545315070776269e-05,1088.0
500.0,,1763260455.3040717,,,,,,500.0,,400.5197057723999,4246,407974,,
,4.455912858247757e-05,1763260455.8563664,0.0,0.0003488650545477867,-3.6716461181640625e-05,0.5134760737419128,777.447265625,,-0.00048066675662994385,401.07200050354004,4252,408576,5.491551564773545e-05,1088.0
,0.00010438729077577591,1763260456.0806835,0.0,-0.00022618938237428665,0.0023766160011291504,0.6048155426979065,0.0009245746769011021,,0.0013933740556240082,401.29631757736206,4254,408832,5.4761905630584806e-05,1088.0
,7.864367216825485e-05,1763260456.192264,0.0,-0.00035040732473134995,-0.025390625,0.5833411812782288,0.0005658826557919383,,-0.001522887498140335,401.40789818763733,4255,408960,5.4685100622009486e-05,1088.0
,2.516619861125946e-05,1763260457.843498,0.0,-0.0016271285712718964,0.014753341674804688,0.5610445141792297,0.0009493217803537846,,-0.0010203421115875244,403.0591320991516,4273,410752,5.3609830501955e-05,1088.0
,1.8962658941745758e-05,1763260458.0725741,0.0,0.00022954214364290237,-2.3365020751953125e-05,0.5920284986495972,1049.060302734375,,0.0007479880005121231,403.2882082462311,4276,411008,5.345622048480436e-05,1088.0
,0.00015882495790719986,1763260458.1883583,0.0,-0.0008518612012267113,-0.04476761817932129,0.6080823540687561,0.002779408823698759,,-0.002746840938925743,403.4039924144745,4277,411136,5.337941547622904e-05,1088.0
,2.733524888753891e-05,1763260458.3346288,0.0,-0.00014860276132822037,-0.04788315296173096,0.5714383721351624,0.0009967664955183864,,0.0012355595827102661,403.55026292800903,4278,411264,5.330261046765372e-05,1088.0
,0.00034549087285995483,1763260459.2426996,0.0,0.0041610971093177795,-0.08878898620605469,0.4923982322216034,0.0012872909428551793,,-0.007834210991859436,404.45833373069763,4288,412288,5.268817039905116e-05,1088.0
500.0,,1763260459.4101558,,,,,,500.0,,404.62578988075256,4290,412474,,
,0.00031138304620981216,1763260459.6147888,0.0,0.00727155152708292,0.006587088108062744,0.540791392326355,0.002770551946014166,,-0.0009370557963848114,404.8304228782654,4292,412672,5.2457759011304006e-05,1088.0
500.0,,1763260461.6513631,,,,,,500.0,,406.8669972419739,4314,414974,,
,0.00015174038708209991,1763260462.0578868,0.0,0.002652738243341446,0.10954666137695312,0.47824177145957947,0.0008087089518085122,,0.0010380372405052185,407.2735209465027,4318,415360,5.084485383122228e-05,1088.0
,1.5302561223506927e-05,1763260464.6702693,0.0,-0.0009421752765774727,0.08881020545959473,0.5415651798248291,0.0025280022528022528,,0.0010713674128055573,409.8859033584595,4346,418176,4.915514728054404e-05,1088.0
,1.1366792023181915e-05,1763260466.5067534,0.0,-0.00103046465665102,0.018092870712280273,0.5555983781814575,0.0022952593863010406,,0.001332990825176239,411.72238755226135,4366,420224,4.792626714333892e-05,1088.0
,8.660834282636642e-05,1763260467.1089733,0.0,-0.0023190760985016823,0.0001679062843322754,0.5751614570617676,0.0006069708033464849,,2.7278438210487366e-05,412.32460737228394,4372,420864,4.754224210046232e-05,1088.0
,0.00010599195957183838,1763260467.5581434,0.0,-0.004279542714357376,-0.031313419342041016,0.5356985330581665,0.000843500136397779,,-0.0022454187273979187,412.7737774848938,4377,421376,4.7235022066161036e-05,1088.0
500.0,,1763260467.5932148,,,,,,500.0,,412.80884885787964,4378,421474,,
,5.6391581892967224e-05,1763260468.4958835,0.0,-0.0018096733838319778,-0.025868892669677734,0.5786808133125305,0.0004861800407525152,,2.8405338525772095e-05,413.71151757240295,4387,422400,4.6620581997558475e-05,1088.0
,0.0002342192456126213,1763260469.3190205,0.0,-0.0031047696247696877,-0.07082104682922363,0.553112268447876,0.001050539081916213,,0.0017285197973251343,414.53465461730957,4396,423296,4.608295057551004e-05,1088.0
500.0,,1763260470.8596942,,,,,,500.0,,416.07532835006714,4413,424974,,
,6.6999346017837524e-06,1763260471.0786445,0.0,-0.000657184049487114,0.003327667713165283,0.5273095965385437,0.0026082328986376524,,-0.0012969579547643661,416.2942786216736,4415,425216,4.4930875446880236e-05,1088.0
,0.00012969691306352615,1763260474.934601,0.0,0.00180110614746809,0.044536471366882324,0.5549398064613342,0.0005436328938230872,,-0.0021591782569885254,420.1502351760864,4456,429440,4.2396313801873475e-05,1088.0
,2.1697022020816803e-05,1763260476.249929,0.0,-0.00024076085537672043,-0.0592350959777832,0.5544498562812805,0.0009532721596769989,,-0.0007224902510643005,421.46556305885315,4470,430848,4.155145870754495e-05,1088.0
,1.0016374289989471e-05,1763260476.9249816,0.0,0.0012219687923789024,-0.030049681663513184,0.571381688117981,0.002815498970448971,,-0.00083964504301548,422.1406157016754,4478,431616,4.109062865609303e-05,1088.0
,7.322244346141815e-05,1763260477.1844304,0.0,-0.006188953295350075,0.052463650703430176,0.5914777517318726,0.000804162526037544,,-0.0034966859966516495,422.4000644683838,4480,431872,4.093701863894239e-05,1088.0
,3.097951412200928e-05,1763260478.2405162,0.0,-0.0007484816014766693,-1.8715858459472656e-05,0.5446125268936157,1085.8448486328125,,0.0013564527034759521,423.4561502933502,4492,433024,4.0245777199743316e-05,1088.0
500.0,,1763260478.6019719,,,,,,500.0,,423.81760597229004,4496,433474,,
,2.7447938919067383e-05,1763260478.8027453,0.0,-0.0011207591742277145,0.016837239265441895,0.5767116546630859,0.002335911151021719,,-0.0008983351290225983,424.01837944984436,4498,433664,3.9861752156866714e-05,1088.0
,0.00013528577983379364,1763260480.940856,0.0,0.0017614271491765976,0.017344951629638672,0.5687683820724487,0.0007870965637266636,,0.0009557455778121948,426.15649008750916,4520,435968,3.847926200251095e-05,1088.0
,4.025548696517944e-05,1763260481.0599346,0.0,0.0017268918454647064,-2.86102294921875e-06,0.5590776801109314,279.18328857421875,,0.0018079392611980438,426.2755687236786,4522,436096,3.840245699393563e-05,1088.0
,1.6272999346256256e-05,1763260481.318002,0.0,-8.498318493366241e-06,-0.004706859588623047,0.5539683103561401,0.0007994630141183734,,0.00024158600717782974,426.53363609313965,4524,436352,3.824884697678499e-05,1088.0
500.0,,1763260481.3612866,,,,,,500.0,,426.57692074775696,4525,436474,,
,6.534438580274582e-05,1763260481.5494945,0.0,0.0001162281259894371,0.01231759786605835,0.5480695962905884,0.0026146082673221827,,8.97236168384552e-06,426.7651286125183,4527,436608,3.809523695963435e-05,1088.0
,1.977384090423584e-05,1763260481.8896637,0.0,-0.0010201036930084229,-5.078315734863281e-05,0.5612140893936157,1075.255615234375,,0.0006753429770469666,427.1052978038788,4531,436992,3.786482193390839e-05,1088.0
,7.337331771850586e-05,1763260482.1128805,0.0,-0.0007746443152427673,-0.04361248016357422,0.5295820236206055,0.001178705133497715,,-0.002535000443458557,427.32851457595825,4533,437248,3.771121191675775e-05,1088.0
,8.998997509479523e-05,1763260482.2618287,0.0,-0.004472769796848297,-0.0064046382904052734,0.5500653386116028,0.000740442075766623,,0.0012499094009399414,427.4774627685547,4534,437376,3.763440690818243e-05,1088.0
500.0,,1763260484.1808522,,,,,,500.0,,429.39648628234863,4555,439474,,
,4.003755748271942e-06,1763260484.4138277,0.0,-0.0001572156324982643,0.0013500452041625977,0.536160409450531,0.0022397730499505997,,0.0003382209688425064,429.6294617652893,4557,439680,3.625192039180547e-05,1088.0
,4.73707914352417e-05,1763260484.8669271,0.0,0.0015266034752130508,0.0008888840675354004,0.5917617082595825,0.00224922108463943,,-0.0007776394486427307,430.08256125450134,4562,440192,3.594470035750419e-05,1088.0
,1.2656673789024353e-06,1763260486.1409986,0.0,5.037989467382431e-05,-1.9311904907226562e-05,0.5938947796821594,152.79075622558594,,-0.0003405250608921051,431.3566327095032,4576,441600,3.5099845263175666e-05,1088.0
,9.968038648366928e-05,1763260489.664546,0.0,-0.0016424795612692833,0.04384446144104004,0.5952886343002319,0.0008010599995031953,,-0.0003165826201438904,434.88018012046814,4613,445440,3.2795698643894866e-05,1088.0
,3.6937184631824493e-05,1763260490.829509,0.0,0.0006035612896084785,-0.08371591567993164,0.5619210600852966,0.001838267082348466,,-0.0015788301825523376,436.0451431274414,4626,446720,3.2027648558141664e-05,1088.0
,4.423782229423523e-06,1763260491.6213462,0.0,0.0006309468299150467,-0.0331190824508667,0.5239218473434448,0.002535874955356121,,-0.0003985762596130371,436.836980342865,4635,447616,3.149001713609323e-05,1088.0
,1.0590068995952606e-05,1763260492.225275,0.0,-6.775278598070145e-05,0.0113791823387146,0.576924204826355,0.0013895663432776928,,-0.0006574243307113647,437.4409091472626,4641,448256,3.110599209321663e-05,1088.0
,1.189298927783966e-06,1763260492.4513252,0.0,6.752181798219681e-05,-2.384185791015625e-05,0.5635775923728943,1225.34912109375,,-4.426389932632446e-05,437.6669592857361,4644,448512,3.095238207606599e-05,1088.0
,1.7860904335975647e-05,1763260494.0983953,0.0,0.001170661300420761,-0.012901782989501953,0.550711989402771,0.0009804312139749527,,-0.00024358369410037994,439.31402945518494,4661,450304,2.9877111956011504e-05,1088.0
,2.5996007025241852e-05,1763260495.372453,0.0,-0.0006911875680088997,0.026683509349822998,0.583077609539032,0.001982711488381028,,0.00035984814167022705,440.5880870819092,4675,451712,2.9032258680672385e-05,1088.0
,2.6484020054340363e-05,1763260496.9043188,0.0,-0.0006841691210865974,0.03497594594955444,0.5921179056167603,0.0010041259229183197,,0.001338411122560501,442.119952917099,4691,453376,2.803379356919322e-05,1088.0
,6.827525794506073e-06,1763260498.5189776,0.0,-0.00012393761426210403,-0.010234594345092773,0.5675185918807983,0.0016205108258873224,,0.00014626607298851013,443.73461174964905,4709,455168,2.6958525268128142e-05,1088.0
,2.119690179824829e-06,1763260498.8558114,0.0,0.00026539526879787445,-5.543231964111328e-05,0.6018834710121155,1376.048583984375,,-7.183849811553955e-05,444.0714454650879,4713,455552,2.672811024240218e-05,1088.0
,5.284324288368225e-06,1763260501.22108,0.0,-0.00016729161143302917,-0.03281831741333008,0.5276387333869934,0.0018758934456855059,,-0.0008762627840042114,446.4367141723633,4738,458112,2.519201188988518e-05,1088.0
,4.7138892114162445e-05,1763260501.3323014,0.0,0.0004354463890194893,-0.02505171298980713,0.6236432790756226,0.0008716649026609957,,-0.00030157342553138733,446.54793548583984,4739,458240,2.511520688130986e-05,1088.0
500.0,,1763260501.4855063,,,,,,500.0,,446.70114040374756,4741,458474,,
,3.7923455238342285e-06,1763260501.6824813,0.0,0.0001818053424358368,-0.07214081287384033,0.5793992877006531,0.0018932648235931993,,-0.0003629438579082489,446.89811539649963,4743,458624,2.48847918555839e-05,1088.0
,7.341615855693817e-06,1763260502.7286794,0.0,0.0006391769275069237,-0.00933372974395752,0.618258535861969,0.0013438231544569135,,-0.0009694993495941162,447.94431352615356,4754,459776,2.419354859739542e-05,1088.0
,2.8342008590698242e-05,1763260502.8394308,0.0,0.00031945109367370605,0.013343513011932373,0.5162913203239441,0.0008482668781653047,,-0.001714847981929779,448.0550649166107,4755,459904,2.41167435888201e-05,1088.0
,7.636845111846924e-07,1763260504.382665,0.0,0.0003599226474761963,-5.6862831115722656e-05,0.580044150352478,940.6994018554688,,6.943196058273315e-05,449.59829902648926,4772,461568,2.311828029633034e-05,1088.0
,6.123445928096771e-06,1763260505.6581342,0.0,-0.0010537346825003624,0.0001500844955444336,0.5512174367904663,1209.9923095703125,,0.0003092959523200989,450.87376832962036,4786,462976,2.2273425202001818e-05,1088.0
,2.4963170289993286e-05,1763260505.7696059,0.0,0.00022358819842338562,0.0011011958122253418,0.5775816440582275,0.0020291965920478106,,-0.0018698647618293762,450.985239982605,4787,463104,2.2196620193426497e-05,1088.0
,5.8086588978767395e-06,1763260505.881425,0.0,-0.00033133383840322495,0.037275731563568115,0.5501304864883423,0.0014721616171300411,,-0.0005987212061882019,451.09705901145935,4788,463232,2.2119815184851177e-05,1088.0
,9.820796549320221e-06,1763260506.5990808,0.0,-0.0008492236956954002,1.2576580047607422e-05,0.581058919429779,1166.4940185546875,,-0.00045626983046531677,451.81471490859985,4796,464000,2.165898695238866e-05,1088.0
,4.694890230894089e-05,1763260506.9329536,0.0,0.0008977102115750313,-0.013278603553771973,0.5301957130432129,0.001098691951483488,,-0.003160642459988594,452.14858770370483,4799,464384,2.14285719266627e-05,1088.0
,8.53557139635086e-06,1763260507.5292668,0.0,-0.00045039597898721695,-2.4080276489257812e-05,0.5711156129837036,804.2987670898438,,-0.00047812052071094513,452.74490094184875,4806,465024,2.1044546883786097e-05,1088.0
,2.1792016923427582e-05,1763260507.8669357,0.0,-4.43020835518837e-05,0.03505134582519531,0.5467029213905334,0.0012315064668655396,,0.0008115991950035095,453.0825698375702,4809,465408,2.0814131858060136e-05,1088.0
,6.972812116146088e-06,1763260508.2075372,0.0,-0.00017337221652269363,-0.03806936740875244,0.5673354268074036,0.0016510608838871121,,-0.000861557200551033,453.4231712818146,4813,465792,2.0583716832334176e-05,1088.0
,3.5390257835388184e-07,1763260511.7303493,0.0,-6.600096821784973e-05,0.05239570140838623,0.547389030456543,0.0022506057284772396,,-3.505498170852661e-05,456.9459834098816,4851,469632,1.8279570213053375e-05,1089.0
,5.25452196598053e-06,1763260511.8419693,0.0,-6.4391642808914185e-06,0.023364245891571045,0.5636652112007141,0.0014202098827809095,,-0.00028126686811447144,457.0576033592224,4852,469760,1.8202765204478055e-05,1089.0
500.0,,1763260512.4675193,,,,,,500.0,,457.6831533908844,4859,470474,,
,8.810311555862427e-06,1763260513.3452656,0.0,8.697248995304108e-05,-0.012186408042907715,0.5312305688858032,0.0014444028493016958,,-9.367614984512329e-05,458.56089973449707,4868,471424,1.7204301911988296e-05,1089.0
500.0,,1763260513.8546789,,,,,,500.0,,459.07031297683716,4874,471974,,
,9.210780262947083e-07,1763260514.2930954,0.0,0.00046576838940382004,0.00042814016342163086,0.5093746185302734,0.0012091081589460373,,-5.9237703680992126e-05,459.5087294578552,4878,472448,1.6589861843385734e-05,1089.0
,1.5546567738056183e-05,1763260514.6684892,0.0,0.0009073996916413307,-0.037757158279418945,0.5933585166931152,0.0013309904607012868,,-0.00019793957471847534,459.8841233253479,4882,472832,1.6359446817659773e-05,1089.0
,4.829838871955872e-06,1763260517.703359,0.0,-0.0005628559738397598,-0.026125311851501465,0.5099314451217651,0.0015041547594591975,,-0.0001086704432964325,462.9189929962158,4915,476160,1.4362519323185552e-05,1089.0
,3.930181264877319e-06,1763260518.156185,0.0,0.0001997239887714386,2.276897430419922e-05,0.5438579320907593,0.0015545305795967579,,0.0005056187510490417,463.3718190193176,4920,476672,1.4055299288884271e-05,1089.0
,2.5210902094841003e-06,1763260519.3110871,0.0,-0.0003375513479113579,-0.015759944915771484,0.543087363243103,0.0009251091978512704,,0.00012405216693878174,464.52672123908997,4932,477952,1.328725011262577e-05,1089.0
500.0,,1763260519.3199549,,,,,,500.0,,464.53558897972107,4933,477974,,
,5.8673322200775146e-08,1763260519.911602,0.0,0.0001650368794798851,-1.5974044799804688e-05,0.586448609828949,383.17376708984375,,2.1729618310928345e-05,465.1272361278534,4939,478592,1.290322597924387e-05,1089.0
,4.163011908531189e-07,1763260520.5869591,0.0,-9.523425251245499e-05,0.009409010410308838,0.5444427132606506,0.0012390436604619026,,-0.00017156824469566345,465.8025932312012,4946,479360,1.244239592779195e-05,1089.0
,2.8870999813079834e-08,1763260521.1891925,0.0,4.774890840053558e-06,-3.635883331298828e-05,0.5553810596466064,1293.768798828125,,4.33996319770813e-07,466.40482664108276,4953,480000,1.205837179441005e-05,1089.0
,1.218169927597046e-06,1763260521.6390226,0.0,-0.0004291459918022156,3.510713577270508e-05,0.5437054634094238,1364.718017578125,,-0.00016105175018310547,466.8546566963196,4958,480512,1.1751151760108769e-05,1089.0
,4.476867616176605e-06,1763260522.1277535,0.0,0.00037456024438142776,-3.695487976074219e-05,0.5877150297164917,1104.06982421875,,-0.00013831257820129395,467.34338760375977,4963,481024,1.144393263530219e-05,1089.0
,5.302950739860535e-06,1763260522.953432,0.0,0.00017485767602920532,-0.017356514930725098,0.5223288536071777,0.0012429343769326806,,0.0005461107939481735,468.1690661907196,4971,481920,1.0906297575274948e-05,1089.0
500.0,,1763260522.9749854,,,,,,500.0,,468.19061946868896,4972,481974,,
,2.2649765014648438e-06,1763260523.5311995,0.0,-0.00011025182902812958,-4.410743713378906e-06,0.5348405838012695,748.7747192382812,,0.0003705248236656189,468.74683356285095,4978,482560,1.0522273441893049e-05,1089.0
,4.5495107769966125e-06,1763260523.8682787,0.0,0.00037347059696912766,0.04370158910751343,0.5760680437088013,0.0011348299449309707,,-0.0005464553833007812,469.08391284942627,4981,482944,1.0291858416167088e-05,1089.0
,2.454034984111786e-06,1763260524.4742339,0.0,-0.0010289018973708153,-1.52587890625e-05,0.5069743394851685,1137.171142578125,,0.0009580198675394058,469.68986797332764,4989,483584,9.907834282785188e-06,1089.0
,8.437782526016235e-07,1763260524.9472773,0.0,-4.9855560064315796e-05,-8.0108642578125e-05,0.5898628234863281,1463.715087890625,,-0.000386606901884079,470.1629114151001,4994,484096,9.600614248483907e-06,1089.0
,6.101094186306e-06,1763260526.225694,0.0,0.0011010998860001564,-0.0054901838302612305,0.519501268863678,0.0018941888120025396,,-0.0007527992129325867,471.44132804870605,5008,485504,8.755760063650087e-06,1089.0
,9.73232090473175e-07,1763260526.6911612,0.0,-0.0003076912835240364,-0.004614830017089844,0.5803965330123901,0.0016407454386353493,,-0.00031153857707977295,471.9067952632904,5013,486016,8.448540938843507e-06,1089.0
,1.385807991027832e-06,1763260526.9118426,0.0,-0.00018620863556861877,-0.004852652549743652,0.5901101231575012,0.001551758381538093,,-0.00020658224821090698,472.1274766921997,5015,486272,8.294930921692867e-06,1089.0
,1.737847924232483e-06,1763260529.1425006,0.0,0.0002380870282649994,-0.20937740802764893,0.5773184299468994,0.0020533872302621603,,-0.00018716230988502502,474.3581347465515,5039,488704,6.835637577751186e-06,1089.0
,3.0174851417541504e-07,1763260532.076527,0.0,-3.491342067718506e-05,-1.5139579772949219e-05,0.5560370683670044,1312.193359375,,3.0212104320526123e-05,477.2921612262726,5071,491904,4.915514637104934e-06,1089.0
,4.0978193283081055e-08,1763260536.2612383,0.0,-1.2293457984924316e-06,-2.5391578674316406e-05,0.5595961213111877,371.0707702636719,,2.286583185195923e-05,481.47687244415283,5117,496512,2.150537738998537e-06,1089.0
,7.078051567077637e-08,1763260536.8509965,0.0,-7.145851850509644e-05,0.009679913520812988,0.5513920187950134,0.0017033217009156942,,4.827976226806641e-06,482.06663060188293,5122,497152,1.766513037182449e-06,1089.0
,2.514570951461792e-08,1763260537.2968607,0.0,4.340894520282745e-06,0.005190789699554443,0.6064833998680115,0.001379087450914085,,-2.8044916689395905e-05,482.512494802475,5127,497664,1.459293343941681e-06,1089.0
,1.7136335372924805e-07,1763260537.409141,0.0,-0.00013982132077217102,-0.10116183757781982,0.6106263995170593,0.0016787357162684202,,-0.00014700740575790405,482.6247751712799,5128,497792,1.3824884490531986e-06,1089.0
,7.450580596923828e-09,1763260538.4625726,0.0,8.624047040939331e-06,1.5139579772949219e-05,0.5793225169181824,1100.033935546875,,-2.0656734704971313e-06,483.6782066822052,5140,498944,6.912442245265993e-07,1089.0
,1.1175870895385742e-08,1763260539.0627265,0.0,-3.9711594581604e-06,0.009411334991455078,0.5271271467208862,0.0018161083571612835,,-1.101568341255188e-05,484.27836060523987,5146,499584,3.072196648190584e-07,1089.0
,1.0244548320770264e-08,1763260539.3995314,0.0,-6.062909960746765e-07,-2.8014183044433594e-05,0.5732722282409668,955.40576171875,,-1.3150274753570557e-06,484.61516547203064,5150,499968,7.68049162047646e-08,1089.0
