global_step,losses/explained_variance,losses/clipfrac,_runtime,losses/value_loss,charts/episodic_length,losses/policy_loss,charts/learning_rate,losses/entropy,charts/SPS,_timestamp,losses/approx_kl,_step,losses/old_approx_kl,charts/episodic_return
481280,-0.02470552921295166,0.0,656.1491596698761,0.001343872514553368,,-1.0311603546142578e-05,1.129032261815155e-05,0.5350381135940552,764.0,1763260714.5885887,5.234032869338989e-07,4972,8.752010762691498e-05,
481920,-0.007324099540710449,0.0,656.7013230323792,0.0010821373434737325,,0.0004698634147644043,1.0906297575274948e-05,0.5524030327796936,764.0,1763260715.140752,2.0852312445640564e-06,4978,-0.0001817764714360237,
482176,6.693601608276367e-05,0.0,656.9650435447693,330.94085693359375,,-6.554462015628815e-05,1.075268846761901e-05,0.5119083523750305,764.0,1763260715.4044726,1.7043203115463257e-07,4981,-6.351899355649948e-05,
483072,0.20872879028320312,0.0,657.7424592971802,0.0010780168231576681,,2.5130808353424072e-05,1.0215053407591768e-05,0.5470179915428162,765.0,1763260716.1818883,1.980923116207123e-06,4989,0.0005805855616927147,
483584,-0.0692901611328125,0.0,658.2252733707428,0.0010395776480436325,,-7.323082536458969e-05,9.907834282785188e-06,0.5270770788192749,765.0,1763260716.6647024,4.721805453300476e-07,4994,-7.804390043020248e-05,
484992,0.5919753313064575,0.0,659.4922995567322,0.0009167667594738305,,-0.001014266163110733,9.062980097951367e-06,0.5295496582984924,766.0,1763260717.9317286,3.160908818244934e-06,5008,0.0005640573799610138,
485504,0.005563199520111084,0.0,659.9712092876434,0.0010993813630193472,,-3.822147846221924e-05,8.755760063650087e-06,0.569403350353241,766.0,1763260718.4106383,8.940696716308594e-08,5013,-2.6930123567581177e-05,
485632,-3.2067298889160156e-05,0.0,660.0827476978302,655.9134521484375,,4.1447579860687256e-05,8.678955055074766e-06,0.5140401124954224,766.0,1763260718.5221767,4.190951585769653e-08,5015,7.046479731798172e-05,
488064,0.16864991188049316,0.0,662.2525110244751,0.00158315512817353,,-0.00019138306379318237,7.219662165880436e-06,0.5771171450614929,767.0,1763260720.69194,8.130446076393127e-07,5039,0.00028713326901197433,
491317,,,665.1564121246338,,500.0,,,,,1763260723.5958412,,5071,,500.0
496000,-0.5371973514556885,0.0,669.4149360656738,0.0014621121808886528,,-0.0001087188720703125,2.457757318552467e-06,0.5944501161575317,771.0,1763260727.854365,2.1886080503463745e-07,5117,-0.00017327163368463516,
496512,-0.1973729133605957,0.0,669.8592908382416,0.0013749742647632957,,-9.90740954875946e-06,2.150537738998537e-06,0.5782625675201416,771.0,1763260728.29872,1.1175870895385742e-08,5122,2.1198764443397522e-05,
497024,-0.09638559818267822,0.0,670.3022327423096,0.00131073291413486,,-6.480515003204346e-05,1.8433179320709314e-06,0.5500621199607849,771.0,1763260728.7416618,3.3527612686157227e-08,5127,5.2755698561668396e-05,
497152,-0.1620239019393921,0.0,670.4442188739777,0.001379187684506178,,3.785640001296997e-05,1.766513037182449e-06,0.5913216471672058,771.0,1763260728.883648,2.9802322387695312e-08,5128,-3.526546061038971e-05,
498317,,,671.4795954227448,,500.0,,,,,1763260729.9190245,,5140,,500.0
498944,-9.28640365600586e-05,0.0,672.0275368690491,152.1682586669922,,3.717467188835144e-05,6.912442245265993e-07,0.551328718662262,772.0,1763260730.466966,4.6566128730773926e-09,5146,9.992159903049469e-06,
499328,-0.00016438961029052734,0.0,672.3612878322601,382.2135314941406,,-7.897615432739258e-07,4.6082948301773285e-07,0.43713265657424927,772.0,1763260730.8007169,8.381903171539307e-09,5150,-4.963018000125885e-06,
499456,0.3362894058227539,0.0,672.4883086681366,0.0013326762709766626,,-1.430511474609375e-06,3.8402458812925033e-07,0.5610721111297607,773.0,1763260730.9277377,5.587935447692871e-09,5151,-1.1790543794631958e-06,
